manufacturer,mini_itx,micro_atx,atx,extended_atx,steel,plastic,aluminum,Color:,description,with_power_supply,psu_mount_location,psu_wattage,filter,expansion_slots,weight,side_panel_window,,front_ports,Model #:,internal_3_5_drive_bays,external_5_25_drive_bay,external_3_5_drive_bay,"Internal 2.5"" Drive Bays:",power_supply_mount_location,Removable Filter:,Type,Dimensions (H x W x D):,200mm Fans,140mm Fans,120mm Fans,90mm Fans:,80mm Fans:,40mm Fans,Radiator Support
Lian-Li,1,,,,,,1,,LIAN LI PC-O5SX Black Side Panel: Tempered Glass Body Material: Aluminum Mini Chassis Computer Case,,,,,,,,,USB3.0 x 2 HD Audio,PC-O5SX,"HDD Rack: 3.5"" x2 + 2.5"" x1 Behind the MB tray: 3.5"" x1 + 2.5"" x1 or 2.5"" x2 On the MB tray: 3.5"" x1 + 2.5"" x1 or 2.5"" x2 (Occupies 2 PCI slot space)","1 (Slim ODD) or 3.5""/2.5"" HDD x1",,,,,,,,,,,,,
Raidmax,1,,,,1,1,1,,RAIDMAX  Atomic  ITX-107WB  Black  Aluminum / Plastic / Steel  Mini-ITX Tower  Computer Case,No,Bottom,,,,,,,1 x USB 3.0 / 1 x USB 2....,ITX-107WB,1,,,2 (or convert to 1 x 3.5_褲 HDD),,,,,,,,,,,
Raidmax,1,,,,1,1,,,RAIDMAX  Troy  ITX-121B  Black  Steel / Plastic  Mini-ITX Tower  Computer Case,No,,,,,,No,,1 x USB 3.0 / 1 x USB 2....,ITX-121B,1,,,,Front,,,,,,,,,,
Cooler Master,1,,,,,,,,Cooler Master Elite 120 Advanced - Mini-ITX Computer Case with USB 3.0 and Long Graphics Card Support - Black,,Top,,,,,,,1 x USB 3.0 / 2 x USB 2....,RC-120A-KKN1,,,,,,,,,,,Front: 120mm fan x 1 1200 RPM 19dBA HDD: 120x25mm fan x 1 (optional),,,,
AZZA,1,,,,,,,,AZZA CSAZ-103 Black SECC Mini-ITX Tower Computer Case,No,,,,,,Yes,,1 x USB 3.0 2 x USB 2.0...,CSAZ-103,,1,,,Bottom,,,,,,,,,,
BitFenix Co. Ltd.,1,,,,1,1,,White,BitFenix Colossus White Window / Blue LED / White Steel / Plastic ATX Full Tower Computer Case,,Bottom,,,,,,2 x USB3.0 2 x USB2.0 ...,2 x USB3.0 2 x USB2.0 eSATA Audio,BFC-CLS-500-WWWB1-RP,,,,,,,Full Tower,,,,No,,,,
Zalman Tech Co. Ltd,,,1,,1,1,,Black,Black Zalman Z5 Steel / Plastic ATX Mid Tower Case Water Cooling Support -- Computer Case,,No,,,,,,,,Z5,,,,,,ATX Mid Tower,,,,,,,,,
Zalman Tech Co. Ltd,,,1,,1,1,,Black,Black Zalman Z5 Steel / Plastic ATX Mid Tower Case Water Cooling Support -- Computer Case,,No,,,,,,,,9SIC4C2HM036,,,,,,ATX Mid Tower,,,,,,,,,
Raidmax,,,1,,1,1,,Black/Red,RAIDMAX Cobra Z ATX-502WBR Black/Red Steel / Plastic ATX Mid Tower Computer Case,,Bottom,,,,,,,USB 3.0 x 1 USB 2.0 x 1 Audio x 2(HD compatible),ATX-502WBR,,,,,,,,,,,Front Fan:120 mm Blue LED Rear Fan:120 mm,,,,
Raidmax,,1,,,1,1,,,RAIDMAX Cobra Z ATX-502WBU Black/Blue Steel / Plastic MicroATX Mid Tower Computer Case,,Bottom,,,,,,,USB 3.0 x 1 USB 2.0 x 1 Audio x 2(HD compatible),ATX-502WBU,,,,,,,,,,,Front Fan:120 mm Blue LED Rear Fan:120 mm,,,,
Thermaltake,,,1,,,,,Black,Thermaltake Case VN40001W2N-B Commander mid Tower Black USB2.0 ATX-- Computer Case,,,,,7,15.46 lb,,,,2145081362,,,,,,,,,,,,,,,
Thermaltake,,,1,,,,,Black,Thermaltake Case VN40001W2N-B Commander mid Tower Black USB2.0 ATX-- Computer Case,,,,,7,15.46 lb,,,,9SIC4C2HM027,,,,,,,,,,,,,,,
Cooler Master,,,,,,,,,CM Storm Stryker SGC-5000W-KWN1 System Cabinet,,,,,,,,,,SGC5000WKWN1,,,,,,,,,,,,,,,
Thermaltake,,,1,,,,,,Thermaltake CA-1A4-00M1WN-00 Black SECC ATX Mid Tower Urban T21 mid-tower chassis,,,,,7,,,,,CA-1A4-00M1WN-00,,,,,,Yes,,"17.2"" x 7.5"" x 19.6""",,,,,,,
Corsair,,,1,,1,,,,Corsair Vengeance Series C70 Gunmetal Black Steel ATX Mid Tower Computer Case,No,,,,,,Yes,,2 x USB3.0,C70 Gunmetal Black,"6 x 3.5""/2.5 Drive Caddies",3,,,,,,,,,,,,,
Corsair,,,1,,1,,,White,Corsair Vengeance Series C70 Arctic White Steel ATX Mid Tower Computer Case,No,,,,,,Yes,,2 x USB3.0,C70 Arctic White,"6 x 3.5""/2.5"" Drive Caddies",3,,,,,,,,,,,,,
Corsair,,,1,,1,,,Green,Corsair Vengeance Series C70 Military Green Steel ATX Mid Tower Computer Case,No,,,,,,Yes,,2 x USB3.0,C70 Military Green,"6 x 3.5""/2.5"" Drive Caddies",3,,,,,,,,,,,,,
DEEPCOOL,,,,,,1,,,DEEPCOOL TESSERACT BF Mid Tower Computer Case SGCC+PLASTIC+RUBBER COATING,No,,,,,,,,,TESSERACT BF,4 (all tool-free installation),2 (all tool-free installation),,"3 (Switchable from 3.5"")",,,,,,,,,,,
DEEPCOOL,,,,,,1,,,DEEPCOOL TESSERACT SW Mid Tower Computer with Side Window and 2 Blue LED Fans CaseSGCC+PLASTIC+RUBBER COATING,No,,,,,,Yes,,,TESSERACT SW,4 (all tool-free installation),2 (all tool-free installation),,,,,,,,,,,,,
AZZA,,1,,,1,,,,AZZA Solano 1000 Black Japanese SECC Steel/Metal mesh in front MicroATX/ATX/Full ATX Computer Case,No,,,,,,Yes,,1 x USB 3.0 / 2 x USB 2....,Solano 1000,,10,,,Bottom,,,,,,,,,,
AZZA,,1,,,1,,,Black/Red,AZZA Solano 1000R Black / Red Japanese SECC Steel/Metal mesh in front MicroATX/ATX/Full ATX Computer Case,No,,,,,,Yes,,1 x USB 3.0 2 x USB 2.0...,Solano 1000R,,10,,,Bottom,,,,,,,,,,
COUGAR,,,1,,,,,,COUGAR Evolution-W White SECC ATX Full Tower Computer Case with Dual 12cm COUGAR TURBINE HYPER-SPIN Bearing Silent Fans USB 3.0 x 2 USB 2.0 x 2,No,,,,,,Transparent Window,,,Evolution-W,,6,,,Bottom,,Full Tower,,,,,,,,
In Win,,,1,,1,,,,IN WIN GRone White 0.8mm SECC Steel ATX Full Tower Computer Case,No,,,,,,Yes,,,GRone White,,3,,,Bottom,,Full Tower,,,,,,,,
In Win,,,1,,1,,,Gray,IN WIN GRone Gray 0.8mm SECC Steel ATX Full Tower Computer Case,No,,,,,,Yes,,,GRone,,3,,,Bottom,,Full Tower,,,,,,,,
Cooler Master,,,,,,,,,Cooler Master N600 _研 Mid Tower Computer Case with Multiple 240mm Radiator Support and Mesh Front Panel,No,,,,,,Yes,,,NSE-600-KKN2,,3,,,Bottom,,,,,,,,,,
Fractal Design,,,1,,1,,1,,Fractal Design FD-CA-NODE-804-BL Black Aluminum / Steel Micro ATX Cube Case Computer Case ATX PSUs up to 260 mm deep Power Supply,No,,,,,,Yes,,,FD-CA-NODE-804-BL,"8 - 3.5"" HDD positions 2 - Extra positions for either 35"" or 25"" drives 1 - slim-line slot loading optical drive location",,,"2 - 2.5"" dedicated SSD unit positions",,,,,,,,,,,
COUGAR,,,1,,,,,,COUGAR Evolution Black SECC ATX Full Tower Computer Case with Dual 12cm COUGAR TURBINE HYPER-SPIN Bearing Silent Fans USB 3.0 x 2 USB 2.0 x 2,No,,,,,,Yes,,,Evolution,,6,,,Bottom,,Full Tower,,,,,,,,
Corsair,,,1,,,,,,Corsair Graphite Series 230T CC-9011042-WW Black on Black with RED LED fans ATX Mid Tower Side Panel Window Computer Case,No,,,,,,Yes,,2 x USB 3.0 / Audio,CC-9011042-WW,,,,,Bottom,,,,,,,,,,
Rosewill,,,1,,,,1,Silver,Rosewill Legacy V4-S - Silver Aluminum Alloy Micro ATX Computer Case,No,,,,,,No,,1 x USB3.0 Port 1 x USB2.0 Port Audio In/Out,Legacy V4-S,3,,,,,,,,,,,,,,
Rosewill,,,,,,,1,,Rosewill Computer Case  - LEGACY V3 Plus-B _研 Mini ITX Aluminum Alloy Black,No,,,,,,No,,,Legacy V3 Plus-B,1,,,1,,,,,,,,,,,
Rosewill,,,1,,,,1,,Rosewill Computer Case  - LEGACY V4-B  - Micro ATX Aluminum AlloyBlack,No,,,,,,No,,1 x USB3.0 Port 1 x USB2.0 Port Audio In/Out,Legacy V4-B,3,,,,,,,,,,,,,,
Fractal Design,,1,,,1,,,,Fractal Design Core 1300 (FD-CA-CORE-1300-BL) Black Steel MicroATX Mini Tower Computer Case,No,,,,,,No,,1x USB3,Core 1300 (FD-CA-CORE-1300-BL),,2,,,Bottom,,,,,,,,,,
Fractal Design,,,1,,1,,,,Fractal Design Core 2300 FD-CA-CORE-2300-BL Black Steel ATX Mid Tower Computer Case,No,,,,,,No,,1x USB3.0,Core 2300 FD-CA-CORE-2300-BL,,2,,,Bottom,,,,,,,,,,
Antec,,,1,,1,,,,Antec GX500 Black Steel ATX Mid Tower Computer Case,No,,,,,,No,,2 x USB 3.0 / Audio Fron...,GX500,,2 (tool-less),,,Bottom,,,,,,,,,,
In Win,,,1,,,,1,Black/Gold,IN WIN S-FRAME (BLACK/GOLD) Black Aluminum / Tempered Glass Open-Air Computer Case Support ATX12V PSII and EPS size Up to 220mm Power Supply,No,,,,,,No,,4 x USB 3.0 / Audio,S-FRAME (BLACK/GOLD),"3.5"" or 2.5"" x 4",,,,,,,,,,,,,,
XIGMATEK,,1,,,1,1,,,Xigmatek Vanguard EN5872 Black Steel / Plastic MicroATX Mid Tower Computer Case,No,Top and Bottom,,,,,,,,EN5872,2 compatible with 2x2.5_褲 + 1 compatible with 2x2.5,2,,,,,,,,,,,,,
COUGAR,,,1,,1,,,,COUGAR MX300 Black Steel ATX Mid Tower Computer Case with 1 x 12cm COUGAR TURBINE HYPER-SPIN Bearing Silent Fans and USB 3.0 Standard ATX PS2 ( optional ) Power Supply,No,,,,,,,,,MX300,3,2,,,,,,,,,,,,,
In Win,,1,,,1,,,,IN WIN BK623.BH300TB3 Black 0.6mm SECC Japanese ECO Steel MicroATX Mini Tower Computer Case SFX 12V Form Factor 300W Power Supply,No,,,,,,No,,,BK623.BH300TB3,,1,,,Bottom,,,,,,,,,,
Rosewill,,,,,,,1,,Rosewill Legacy U2-B - Black Aluminum Alloy Mini ITX Tower Computer Case - Side Window Panel,No,,,,,,Yes,,,Legacy U2-B-Window,2,,,1,,,,,,,,,,,
APEVIA CORP.,,1,,,1,,,Black/Red,APEVIA X-TROOPER Junior Series X-TRPJR-RD Black / Red Steel MicroATX Mid Tower Computer Case,No,,,,,,Yes,,2 x USB 2.0 / Audio Fron...,X-TRPJR-RD,,2,,,Top,,,,,,,,,,
Antec,,1,,,1,,,,Antec NEW SOLUTION SERIES VSK-3000 Black SGCC steel MicroATX Mini Tower Computer Case,No,,,,,,No,,2 x USB 2.0 / Audio Fron...,VSK-3000,,2,,,Top,,,,,,,,,,
APEX (SUPERCASE/ALLIED),,,1,,,,,,APEX TM-524 Black Metal / ABS Micro ATX Tower Computer Case,Yes,,,,,,No,,2 x USB 2.0 / Audio Fron...,TM-524,,2,,,Top,,,,,,,,,,
APEVIA CORP.,,1,,,1,,,Green,APEVIA X-TROOPER Junior Series X-TRPJR-GN Black / Green Steel MicroATX Mid Tower Computer Case,No,,,,,,Yes,,2 x USB 2.0 2 x HD Audi...,X-TRPJR-GN,,2,,,Top,,,,,,,,,,
APEVIA CORP.,,1,,,1,,,,APEVIA X-TROOPER Junior Series X-TRPJR-NW-BK Black Steel MicroATX Mid Tower Computer Case,No,,,,,,No,,2 x USB 2.0 2 x HD Audi...,X-TRPJR-NW-BK,,2,,,Top,,,,,,,,,,
Corsair,,,1,,1,,,White,Corsair Carbide Series Air 540 (CC-9011048-WW) Arctic White Steel ATX Mid Tower Cube Computer Case,No,,,,,,Yes,,2 x USB 3.0 / 2 x USB 2....,Air 540 (CC-9011048-WW),2,2,,,,,,,,,,,,,
AeroCool,,,1,,,,,,AeroCool DS200 Black Window Edition Black SGCC ATX Mid Tower Computer Case,No,,,,,,Yes,,2 x USB 3.0 / 2 x USB 2....,DS200 Black Window Edition,5,2,,,,,,,,,,,,,
Lian-Li,,,1,,,,1,,LIAN LI PC-A75 Black Aluminum ATX Full Tower Computer Case,No,,,,,,No,,2 x USB 3.0 / 2 x USB 2....,PC-A75,,2,,,Bottom,,Full Tower,,,,,,,,
Lian-Li,,,1,,,,1,,LIAN LI PC-A76WX Black Aluminum ATX Full Tower Computer Case,No,,,,,,Yes,,2 x USB 3.0 / 2 x USB 2....,PC-A76WX,,2,,,Bottom,,Full Tower,,,,,,,,
Silverstone,,1,,,1,,1,,SilverStone Temjin Series TJ08B-E Black Aluminum front panel steel body MicroATX Mini Tower Computer Case,1 x optional standard PS2 (ATX) up to 160mm,,,,,,No,,2 x USB 3.0 / Audio Fron...,TJ08B-E,,2,,,Top,,,,,,,,,,
Silverstone,,1,,,1,1,1,,SilverStone SST-PS07B Black Steel / Plastic with Aluminum Accent MicroATX Mini Tower Computer Case,No,,,,,,No,,2 x USB 3.0 / Audio Fron...,SST-PS07B,,2,,,Top,,,,,,,,,,
NZXT,,,,,,,,,NZXT H630 CA-H630F-M1  Matte Black Ultra Tower Silent Case Includes 1 x 200mm Front 1 x 140mm Rear 2 x USB 3.0 SD Card Reader,No,,,,,,No,,2 x USB 3.0 2 x USB 2.0...,CA-H630F-M1,8,2,,,,,,,1,,,,,,
NZXT,,,,,1,,,White,NZXT H630 CA-H630F-W1 White Steel Ultra Tower Silent Case Includes 1 x 200mm Front 1 x 140mm Rear 2 x USB 3.0 SD Card Reader,No,,,,,,No,,2 x USB 3.0 2 x USB 2.0...,CA-H630F-W1,8,2,,,,,,,1,,,,,,
NZXT,,,,,1,1,,White,Refurbished: NZXT H630 CA-H630F-W1 White Steel / Plastic Ultra Tower Silent Computer Case,No,,,,,,No,,2 x USB 3.0 2 x USB 2.0...,CA-H630F-W1,8,2,,,,,,,,,,,,,
Corsair,,1,,,1,,1,,Corsair Obsidian Series 350D CC-9011028-WW Black Aluminum / Steel MicroATX Case,No,,,,,,No,,2 x USB 3.0 Audio Front...,CC-9011028-WW,,2,No,,,,,,,,,,,,
Corsair,,1,,,1,,1,,Corsair Obsidian Series 350D CC-9011029-WW Black Aluminum / Steel MicroATX Case with Window,No,,,,,,Yes,,2 x USB 3.0 Audio Front...,CC-9011029-WW,,2,,,Bottom,,,,,,,,,,
Fractal Design,,,1,,1,,,,Fractal Design Arc Midi R2 FD-CA-ARC-R2-BL-W Black Steel ATX Mid Tower Computer Case,,,,,,,Yes,,2 x USB 3.0 Audio in/ou...,FD-CA-ARC-R2-BL-W,8,2,,,Bottom,,,,,,,,,,
Antec,,,1,,,,,,Antec P100 Black ATX Mid Tower Computer Case,No,,,,,,No,,2 x USB 3.0 with interna...,P100,"7 x 3.5"" (2.5"" )",2,,,,,,,,,,,,,
GIGABYTE,,1,,,1,,,,GIGABYTE GZ-ZHSMW8 Black Steel MicroATX Mini Tower Computer Case,,,,,,,,2 x USB3.0 / 2 x USB 2.0...,2 x USB3.0 / 2 x USB 2.0 / AUDIO,GZ-ZHSMW8,3,2,,2,,,,,,,,,,,
Zalman Tech Co. Ltd,,,1,,,,,,Z1 Mid ATX Case USB 3.0,,,,,,,,,Microphone x 1 Headphones x 1 USB 3.0 x 1 USB 2.0 x 2,Z1,4,2,,1,,,,,,,,,,,
BitFenix Co. Ltd.,,,1,,1,1,,,BitFenix BFC-PHM-300-KKXKK-NV Black Steel Plastic SofTouch Computer Case PS2 ATX (bottom multi direction) Power Supply,No,,,,,,No,,,BFC-PHM-300-KKXKK-NV,x 5 (4 + 1 using included adapter),,,,Bottom,,,,,,,,,,
Rosewill,,,1,,,,1,Silver,Rosewill Legacy U3-S-Window - Silver Aluminum Alloy Micro-ATX Mini Tower Computer Case,No,,,,,,Yes,,2 x USB 3.0 Ports Audio In/Out,Legacy U3-S-Window,2,,,,,,,,,,,,,,
Corsair,,,1,,1,1,,White,Corsair Carbide Series 500R Arctic White Steel / Plastic ATX Mid Tower Gaming Case,No,,,,,,No,,,500R,,4,,,Bottom,,,,,,,,,,
Corsair,,,1,,1,1,,,Corsair Graphite Series 230T CC-9011036-WW Black Steel / Plastic ATX Mid Tower Computer Case,No,,,,,,No,,2 x USB 3.0 / Audio,CC-9011036-WW,,,,,Bottom,,,,,,,,,,
Compucase,,1,,,,,,,HEC Vigilance400 Black 0.5 mm Thickness SGCC MicroATX Mini Tower Computer Case with Dual 8cm Fan 2x USB2.0 Audio HP400 400W Power Supply,Yes,,,,,,No,,,Vigilance400,,2,,,Top,,,,,,,,,,
Thermaltake,,,1,,,,,,Thermaltake Core X9 Black E-ATX Stackable Tt LCS Certified Cube Chassis CA-1D8-00F1WN-00,,,,Yes,,,,,,CA-1D8-00F1WN-00,,,,,,,,,,,,,,,
Lian-Li,,,1,,,,1,,Lian Li PC-V1000LWX Black Aluminum ATX Full Tower Chassis,,,,,,,Yes,,USB3.0 x 4 HD Audio,PC-V1000LWX,"3.5"" HDD or 2.5"" HDD x 9+2.5"" HDD x2 or 3.5"" HDD x1",1,,,,,Full Tower,,,,FAN: 120mmx3 (Front) x1...,,,,
Lian-Li,,,1,,,,1,Silver,Lian Li PC-A79A Silver Aluminum ATX Full Tower Chassis,,,,,,,,,USB3.0 x4 / e-SATA x1 /HD Audio,PC-A79A,6,12,,"3 x 3.5"" Hotswap / 2.5-Inch HDD x 8",,,Full Tower,,,,FAN: 120mm x 3 (Front) ...,,,,
Lian-Li,,,1,,,,1,Silver,Lian Li PC-10NA Silver Aluminum ATX Mid Tower Chassis,,,,,,,,,USB3.0 x 2 HD Audio,PC-10NA,6,3,,2,,,,,,,FAN: 120mm x 2 (Front) ...,,,,
Lian-Li,,,1,,,,1,Silver,Lian Li PC-V359WA Silver Aluminum Micro ATX Mid Tower Chassis,,,,,,,,,USB3.0 x 2 HD Audio,PC-V359WA,3,Slim ODD x1,,1,,,,,,,FAN: 120mm x 1 (Front) ...,,,,
Lian-Li,,,1,,,,1,,Lian Li PC-V359WB Black Aluminum Micro ATX Mid Tower Chassis,,,,,,,,,USB3.0 x 2 HD Audio,PC-V359WB,3,Slim ODD x1,,1,,,,,,,FAN: 120mm x 1 (Front) ...,,,,
XION,,,1,,1,1,,,XION XION Gaming Series XON-985-BK Black with BLUE  LED Light Steel/ Plastic  Meshed Front Panel design. ATX Mid Tower Computer Case,No,Bottom,,,,,,,,XON-985-BK,7 with Pull-out cages,3 with screw-less tooling,,,,,,,,,,,,,
Rosewill,,,1,,,,1,,Rosewill Legacy MX2-B Aluminum Alloy Mid Tower ATX Computer Case _研 Black 3 Fans,No (Standard ATX PSU not longer than 160mm),,,,,,No,,,Legacy MX2-B,3,,,2,,,,,,,,,,,
Silverstone,,,1,,1,1,,,SilverStone Precision Series PS10B Black High-strength plastic front panel steel body ATX Mid Tower Computer Case with Foam Padded Side Panel,No,Front,,,,,,,,PS10B,"3.5"" x 5 or 2.5"" x 5",4,,,,,,,,,,,,,
Silverstone,,,1,,1,1,,Gray,SILVERSTONE RAVEN Series RV03B-WA Matte Black with Gray Trimming Steel / Plastic ATX Full Tower Computer Case,No,,,,,,Yes,,,SST-RV03B-WA,,7,,,Bottom,,Full Tower,,,,,,,,
Fractal Design,,,1,,1,,,,Fractal Design Core 2500 (FD-CA-CORE-2500-BL) Black Steel ATX Mid Tower Computer Case,No,Top,,,,,,,2x USB3.0 Audio In/Out,Core 2500 (FD-CA-CORE-2500-BL),,2,,,,,,,,,,,,,
Fractal Design,,1,,,1,,,,Fractal Design Core 1500 (FD-CA-CORE-1500-BL) Black Steel MicroATX Mini Tower Computer Case,No,,,,,,No,,2x USB3.0 Audio In/Out,Core 1500 (FD-CA-CORE-1500-BL),,,,,Bottom,,,,,,,,,,
Fractal Design,,,1,,1,,,,Fractal Design Core 3300 (FD-CA-CORE-3300-BL) Black Steel ATX Mid Tower Computer Case,No,,,,,,No,,,Core 3300 (FD-CA-CORE-3300-BL),,2,,,Bottom,,,,,,,,,,
Fractal Design,,,1,,1,,,,Fractal Design FD-CA-CORE-3500-BL Black Steel ATX Mid Tower Computer Case,No,,,,,,No,,,FD-CA-CORE-3500-BL,,2,,,Bottom,,,,,,,,,,
Corsair,,,1,,1,1,,,Corsair Carbide Series Air 540 (CC-9011030-WW) Black Steel / Plastic ATX Cube High Airflow Cube Case,No,Bottom,,,,,,,(x2) USB 3.0 (x1) Headp...,Air 540 (CC-9011030-WW),,2,,4,,,,,,,,,,,
Fractal Design,,1,,,,,,,Fractal Design Core1100 (FD-CA-CORE-1100-BL) Black MicroATX Mini Tower Computer Case,No,,,,,,No,,1 x USB 3.0 / 1 x USB 2....,Core1100 (FD-CA-CORE-1100-BL),"two 3.5"" HDD positions or 3 bays 2.5"" or one 2.5"" and one 3.5""drive positions",2,,,,,,,,,,,,,
Lian-Li,,,1,,,,1,,LIAN LI PC-A05FNB Black Aluminum ATX Mid Tower Computer Case,No,,,,,,No,,1 x USB 3.0 / 1 x USB 2....,PC-A05FNB,,2,,,Front Bottom,,,,,,,,,,
BitFenix Co. Ltd.,,,1,,1,1,,,BitFenix BFC-NEO-100-KKXSR-RP Black body with red front panel Steel / Plastic ATX Mid Tower Computer Case,No,,,,,,No,,1 x USB 3.0 / 1 x USB 2....,BFC-NEO-100-KKXSR-RP,,2,,,Bottom,,,,,,,,,,
BitFenix Co. Ltd.,,,1,,1,1,,Silver,BitFenix BFC-NEO-100-KKXKS-RP Black body with silver front panel Steel / Plastic ATX Mid Tower Computer Case,No,,,,,,No,,1 x USB 3.0 / 1 x USB 2....,BFC-NEO-100-KKXKS-RP,,2,,,Bottom,,,,,,,,,,
DIYPC,,,1,,,,,,DIYPC Ranger-R4-B Black SPCC ATX Mid Tower Computer Case,No,,,,,,Yes,,1 x USB 3.0 / 2 x USB 2....,Ranger-R4-B,,2,,,Bottom,,,,,,,,,,
BitFenix Co. Ltd.,,,,,1,1,,Silver,BitFenix BFC-NEO-100-WWXKS-RP White body with silver front panel Steel / Plastic Computer Case,,,,,,,No,,1 x USB3.0 1 x USB2.0 ...,BFC-NEO-100-WWXKS-RP,3,2,,,Bottom,,,,,,,,,,
BitFenix Co. Ltd.,,,,,1,1,,,BitFenix BFC-NEO-100-KKXSB-RP Black body with blue front panel Steel / Plastic Computer Case,,,,,,,No,,1 x USB3.0 1 x USB2.0 ...,BFC-NEO-100-KKXSB-RP,3,2,,,Bottom,,,,,,,,,,
BitFenix Co. Ltd.,,,,,1,1,,,BitFenix BFC-NEO-100-KKWKA-RP Black body with gold front panel Steel / Plastic Computer Case,,,,,,,Yes,,1 x USB3.0 1 x USB2.0 ...,BFC-NEO-100-KKWKA-RP,3,2,,,Bottom,,,,,,,,,,
BitFenix Co. Ltd.,,,,,1,1,,,BitFenix BFC-NEO-100-WWXKB-RP White body with blue front panel Steel / Plastic Computer Case,,,,,,,No,,1 x USB3.0 1 x USB2.0 ...,BFC-NEO-100-WWXKB-RP,3,2,,,Bottom,,,,,,,,,,
BitFenix Co. Ltd.,,,,,1,1,,,BitFenix BFC-NEO-100-WWWKP-RP White body with purple front panel Steel / Plastic Computer Case,,,,,,,Yes,,1 x USB3.0 1 x USB2.0 ...,BFC-NEO-100-WWWKP-RP,3,2,,,Bottom,,,,,,,,,,
BitFenix Co. Ltd.,,,,,1,1,,,BitFenix BFC-NEO-100-KKXSK-RP Black body with black front panel Steel / Plastic Computer Case,,,,,,,No,,1 x USB3.0 1 x USB2.0 ...,BFC-NEO-100-KKXSK-RP,3,2,,,Bottom,,,,,,,,,,
Rosewill,,,1,,,,,,"Rosewill Computer Case - LINE-M - Mini Tower Micro ATX - Dual Fans Included Dual USB 3.0 Ports Up to 4 Fans and 12.5"" (31mm) VGA Cards",No,,,,,,No,,2 x USB 3.0 2 x USB 2.0...,LINE-M,,2,,,Top,,,,,,,,,,
Fractal Design,,,1,,1,,,,Fractal Design FD-CA-CORE-3500-BL-W Black Steel ATX Mid Tower Computer Case,No,,,,,,Yes,,,FD-CA-CORE-3500-BL-W,,2,,,Bottom,,,,,,,,,,
Rosewill,,,1,,,,,,Rosewill Computer Case - FBM-01 - Micro ATX Mini Tower 2 Fans,No,,,,,,No,,2 x USB 2.0,FBM-01,,2,,,Top,,,,,,,,,,
Rosewill,,,1,,1,,,,Rosewill Computer Case - REDBONE - ATX Mid Tower - SECC Steel Black,No,,,,,,No,,2 x USB 2.0 1 x e-SATA,REDBONE,,3,,,Bottom,,,,,,,,,,
Ark Technology Inc.,,,1,,,,,,Black Ark Technology Micro ATX Case FQ-02 w/ 120mm Fan -- Computer Case,,,,,,,No,,,7135942318,2,2,,,,,,,,,,,,,
Compucase,,,1,,,,,,HEC 7106BB Black 1.0mm Thickness ATX Desktop Computer Case,No,,,,,,No,,,7106BB,,3,,,Top,,,,,,,,,,
Cooler Master,,,,,,,,,CM Storm Enforcer - Gaming Mid Tower Computer Case with USB 3.0 and Water Cooling Support,No,,,,,,Yes,,,SGC-1000-KWN1,,"4 (one could be converted to 3.5"" bay)",,,Bottom,,,,,,,,,,
Cooler Master,,,1,,,,,,Cooler Master N200 - Micro ATX Mini Tower Computer Case with Front 240mm Radiator Support and Ventilated Front Panel,No,,,,,,No,,,NSE-200-KKN1,,1,,,Bottom,,,,,,,,,,
In Win,,1,,,,,,,IN WIN Z589T.CH350TB3 Black SECC MicroATX Mini Tower Computer Case ATX 12V Form Factor PSII Size Power Supply,No,,,,,,,,,Z589T.CH350TB3,1,2,,,,,,,,,,,,,
APEX (SUPERCASE/ALLIED),,1,,,1,,,,APEX TM366BK Black Steel MicroATX Mid Tower Computer Case ATX 12V 300W Power Supply,Yes,,,,,,No,,,TM366BK,,2,,,Top,,,,,,,,,,
Thermaltake,,,1,,,,1,,Thermaltake Level 10 Titanium Edition VL300A9N1N Aluminum USB 3.0 Black / Titanium  ATX Gaming  Full Tower Computer Case,No,,,,,,,,4 x USB 3.0 1 x eSATA 1 x Headphone 1x Mic Front Port,VL300A9N1N,HDD Easy swap : 6 x 3.5_验_验 or 2.5_验_验,Accessible : 3 x 5.25_验_验,,,,,Full Tower,,,,,,,,
DIYPC,,1,,,,,,,DIYPC DIY-N8-W White SPCC MicroATX Mini Tower Computer Case,No,,,,,,Yes,,1 x USB 3.0 / 1 x USB 2....,DIY-N8-W,2,,,,Bottom,,,,,,,,,,
DIYPC,,1,,,,,,,DIYPC DIY-N8-BK Black SPCC MicroATX Mini Tower Computer Case,No,,,,,,Yes,,1 x USB 3.0 / 1 x USB 2....,DIY-N8-BK,2,,,,Bottom,,,,,,,,,,
Fractal Design,,,,,,,,,Fractal Design Define R5 FD-CA-DEF-R5-BK Black Computer Case,,,,,,,No,,2 x USB 3.0 / 2 x USB 2....,FD-CA-DEF-R5-BK,"8 - 3.5"" HDD positions (can also accommodate 2.5"" units)",2,,"2 - 2.5"" dedicated SSD unit positions",,,,,,,,,,,
Corsair,,,1,,1,,,Silver,Corsair Carbide Series Air 540 CC-9011034-WLED Silver Steel ATX Cube Computer Case,No,,,,,,No,,2 x USB 3.0 with interna...,CC-9011034-WLED,,,2 x hot-swap,4,,,,,,,,,,,
Antec,,,1,,1,,1,,Antec Sonata Series SOLO II Black Aluminum / Steel ATX Mid Tower Computer Case,No,Bottom,,,,,,,2 x USB 3.0,SOLO II,"3 x 3.5"" / 2.5"" using tray mounts with preinstalled silicone grommets OR 2 x 3.5"" with suspension mount cables",2,,,,,,,,,,,,,
